,m (length of),alpha,n (block size),tau (decision threshold),No_mism (expected number of mismatches),L  (expected length of final key),expected number of mismatches (%)
404,50,0.3,15,3,0,14.848,0
405,50,0.3,15,4,0,25.8082,0
406,50,0.3,15,5,0,36.2637,0
407,50,0.3,15,6,0.0001,44.205,0.00023
408,50,0.3,15,7,0.0017,50,0.0034
409,50,0.3,16,1,0,1.3056,0
410,50,0.3,16,2,0,4.9681,0
411,50,0.3,16,3,0,12.2945,0
412,50,0.3,16,4,0,22.5085,0
413,50,0.3,16,5,0,33.0674,0
414,50,0.3,16,6,0,41.5908,0
415,50,0.3,16,7,0.0003,47.5661,0.00063
416,50,0.3,17,1,0,0.9638,0
417,50,0.3,17,2,0,3.8693,0
418,50,0.3,17,3,0,10.096,0
419,50,0.3,17,4,0,19.4396,0
420,50,0.3,17,5,0,29.8737,0
421,50,0.3,17,6,0,38.9225,0
422,50,0.3,17,7,0,45.4026,0
423,50,0.3,17,8,0.0006,50,0.0012
424,50,0.3,18,1,0,0.7095,0
425,50,0.3,18,2,0,2.9976,0
426,50,0.3,18,3,0,8.2277,0
427,50,0.3,18,4,0,16.6347,0
428,50,0.3,18,5,0,26.7325,0
429,50,0.3,18,6,0,36.1563,0
430,50,0.3,18,7,0,43.2695,0
431,50,0.3,18,8,0.0001,48.0691,0.00021
432,50,0.3,19,1,0,0.5211,0
433,50,0.3,19,2,0,2.3112,0
434,50,0.3,19,3,0,6.6586,0
435,50,0.3,19,4,0,14.1119,0
436,50,0.3,19,5,0,23.6985,0
437,50,0.3,19,6,0,33.3059,0
438,50,0.3,19,7,0,41.0427,0
439,50,0.3,19,8,0,46.3313,0
440,50,0.3,19,9,0.0002,50,0.0004
441,50,0.3,20,1,0,0.3819,0
442,50,0.3,20,2,0,1.7742,0
443,50,0.3,20,3,0,5.3544,0
444,50,0.3,20,4,0,11.8757,0
445,50,0.3,20,5,0,20.8207,0
446,50,0.3,20,6,0,30.4135,0
447,50,0.3,20,7,0,38.6775,0
448,50,0.3,20,8,0,44.5903,0
449,50,0.3,20,9,0,48.4591,0
,100,0.1,3,1,2.8,100,2.8
,100,0.1,4,1,0.37,95.14,0.3889
,100,0.1,5,1,0.046,91.9,0.05005
,100,0.1,5,2,0.856,100,0.856
,100,0.1,6,1,0.0055,88.579,0.00621
,100,0.1,6,2,0.127,98.542,0.12888
,100,0.1,7,1,0.0006,85.0312,0.00071
,100,0.1,7,2,0.0177,97.4485,0.01816
,100,0.1,7,3,0.2728,100,0.2728
,100,0.1,8,1,0.0001,81.3105,0.00012
,100,0.1,8,2,0.0023,96.1932,0.00239
,100,0.1,8,3,0.0432,99.5407,0.0434
,100,0.1,9,1,0,77.4841,0
,100,0.1,9,2,0.0003,94.7031,0.00032
,100,0.1,9,3,0.0064,99.1733,0.00645
,100,0.1,9,4,0.0891,100,0.0891
,100,0.1,10,1,0,73.6099,0
,100,0.1,10,2,0,92.981,0
,100,0.1,10,3,0.0009,98.7214,0.00091
,100,0.1,10,4,0.0147,99.8512,0.01472
,100,0.1,11,1,0,69.7357,0
,100,0.1,11,2,0,91.0438,0
,100,0.1,11,3,0.0001,98.1466,0.0001
,100,0.1,11,4,0.0023,99.7272,0.00231
,100,0.1,11,5,0.0296,100,0.0296
,100,0.1,12,1,0,65.9002,0
,100,0.1,12,2,0,88.913,0
,100,0.1,12,3,0,97.4363,0
,100,0.1,12,4,0.0003,99.5674,0.0003
,100,0.1,12,5,0.005,99.9509,0.005
,100,0.1,13,1,0,62.1345,0
,100,0.1,13,2,0,86.6117,0
,100,0.1,13,3,0,96.5839,0
,100,0.1,13,4,0,99.354,0
,100,0.1,13,5,0.0008,99.9088,0.0008
,100,0.1,13,6,0.0099,100,0.0099
,100,0.1,14,1,0,58.4629,0
,100,0.1,14,2,0,84.164,0
,100,0.1,14,3,0,95.5867,0
,100,0.1,14,4,0,99.077,0
,100,0.1,14,5,0.0001,99.8527,0.0001
,100,0.1,14,6,0.0017,99.9836,0.0017
,100,0.1,15,1,0,54.9043,0
,100,0.1,15,2,0,81.5939,0
,100,0.1,15,3,0,94.4444,0
,100,0.1,15,4,0,98.728,0
,100,0.1,15,5,0,99.7751,0
,100,0.1,15,6,0.0003,99.9692,0.0003
,100,0.1,15,7,0.0034,100,0.0034
,100,0.1,16,1,0,51.4728,0
,100,0.1,16,2,0,78.9249,0
,100,0.1,16,3,0,93.1594,0
,100,0.1,16,4,0,98.2996,0
,100,0.1,16,5,0,99.6703,0
,100,0.1,16,6,0,99.9496,0
,100,0.1,16,7,0.0006,99.9945,0.0006
,100,0.1,17,1,0,48.1785,0
,100,0.1,17,2,0,76.1797,0
,100,0.1,17,3,0,91.7359,0
,100,0.1,17,4,0,97.7856,0
,100,0.1,17,5,0,99.5333,0
,100,0.1,17,6,0,99.9216,0
,100,0.1,17,7,0.0001,99.9895,0.0001
,100,0.1,17,8,0.0011,100,0.0011
,100,0.1,18,1,0,45.0284,0
,100,0.1,18,2,0,73.3796,0
,100,0.1,18,3,0,90.1803,0
,100,0.1,18,4,0,97.1806,0
,100,0.1,18,5,0,99.3585,0
,100,0.1,18,6,0,99.8828,0
,100,0.1,18,7,0,99.9827,0
,100,0.1,18,8,0.0002,99.9981,0.0002
,100,0.1,19,1,0,42.0265,0
,100,0.1,19,2,0,70.5445,0
,100,0.1,19,3,0,88.5002,0
,100,0.1,19,4,0,96.4806,0
,100,0.1,19,5,0,99.1407,0
,100,0.1,19,6,0,99.8304,0
,100,0.1,19,7,0,99.9727,0
,100,0.1,19,8,0,99.9964,0
,100,0.1,19,9,0.0004,100,0.0004
,100,0.1,20,1,0,39.1747,0
,100,0.1,20,2,0,67.6927,0
,100,0.1,20,3,0,86.7047,0
,100,0.1,20,4,0,95.6826,0
,100,0.1,20,5,0,98.8747,0
,100,0.1,20,6,0,99.7614,0
,100,0.1,20,7,0,99.9584,0
,100,0.1,20,8,0,99.994,0
,100,0.1,20,9,0.0001,99.9994,0.0001
,100,0.15,3,1,2.8,100,2.8
,100,0.15,4,1,0.37,90.2462,0.40999
,100,0.15,5,1,0.046,83.7438,0.05493
,100,0.15,5,2,0.856,100,0.856
,100,0.15,6,1,0.0055,77.6883,0.00708
,100,0.15,6,2,0.127,95.8547,0.13249
,100,0.15,7,1,0.0006,71.6654,0.00084
,100,0.15,7,2,0.0177,92.7456,0.01908
,100,0.15,7,3,0.2728,100,0.2728
,100,0.15,8,1,0.0001,65.7195,0.00015
,100,0.15,8,2,0.0023,89.503,0.00257
,100,0.15,8,3,0.0432,98.1501,0.04401
,100,0.15,9,1,0,59.9481,0
,100,0.15,9,2,0.0003,85.9193,0.00035
,100,0.15,9,3,0.0064,96.6703,0.00662
,100,0.15,9,4,0.0891,100,0.0891
,100,0.15,10,1,0,54.43,0
,100,0.15,10,2,0,82.0205,0
,100,0.15,10,3,0.0009,95.0165,0.00095
,100,0.15,10,4,0.0147,99.1509,0.01483
,100,0.15,11,1,0,49.2186,0
,100,0.15,11,2,0,77.8814,0
,100,0.15,11,3,0.0001,93.0583,0.00011
,100,0.15,11,4,0.0023,98.4433,0.00234
,100,0.15,11,5,0.0296,100,0.0296
,100,0.15,12,1,0,44.346,0
,100,0.15,12,2,0,73.5818,0
,100,0.15,12,3,0,90.7799,0
,100,0.15,12,4,0.0003,97.615,0.00031
,100,0.15,12,5,0.005,99.6031,0.00502
,100,0.15,13,1,0,39.8277,0
,100,0.15,13,2,0,69.1964,0
,100,0.15,13,3,0,88.1998,0
,100,0.15,13,4,0,96.5851,0
,100,0.15,13,5,0.0008,99.2628,0.00081
,100,0.15,13,6,0.0099,100,0.0099
,100,0.15,14,1,0,35.6671,0
,100,0.15,14,2,0,64.7911,0
,100,0.15,14,3,0,85.3493,0
,100,0.15,14,4,0,95.3263,0
,100,0.15,14,5,0.0001,98.8509,0.0001
,100,0.15,14,6,0.0017,99.812,0.0017
,100,0.15,15,1,0,31.8586,0
,100,0.15,15,2,0,60.4225,0
,100,0.15,15,3,0,82.2655,0
,100,0.15,15,4,0,93.8295,0
,100,0.15,15,5,0,98.3198,0
,100,0.15,15,6,0.0003,99.6475,0.0003
,100,0.15,15,7,0.0034,100,0.0034
,100,0.15,16,1,0,28.3901,0
,100,0.15,16,2,0,56.1379,0
,100,0.15,16,3,0,78.9891,0
,100,0.15,16,4,0,92.0949,0
,100,0.15,16,5,0,97.6457,0
,100,0.15,16,6,0,99.4433,0
,100,0.15,16,7,0.0006,99.9101,0.0006
,100,0.15,17,1,0,25.2454,0
,100,0.15,17,2,0,51.9758,0
,100,0.15,17,3,0,75.5614,0
,100,0.15,17,4,0,90.129,0
,100,0.15,17,5,0,96.813,0
,100,0.15,17,6,0,99.1724,0
,100,0.15,17,7,0.0001,99.8302,0.0001
,100,0.15,17,8,0.0011,100,0.0011
,100,0.15,18,1,0,22.4053,0
,100,0.15,18,2,0,47.9662,0
,100,0.15,18,3,0,72.0236,0
,100,0.15,18,4,0,87.9439,0
,100,0.15,18,5,0,95.8104,0
,100,0.15,18,6,0,98.8182,0
,100,0.15,18,7,0,99.729,0
,100,0.15,18,8,0.0002,99.9567,0.0002
,100,0.15,19,1,0,19.8492,0
,100,0.15,19,2,0,44.1321,0
,100,0.15,19,3,0,68.415,0
,100,0.15,19,4,0,85.5558,0
,100,0.15,19,5,0,94.6304,0
,100,0.15,19,6,0,98.367,0
,100,0.15,19,7,0,99.5918,0
,100,0.15,19,8,0,99.9177,0
,100,0.15,19,9,0.0004,100,0.0004
,100,0.15,20,1,0,17.5558,0
,100,0.15,20,2,0,40.4896,0
,100,0.15,20,3,0,64.7725,0
,100,0.15,20,4,0,82.9847,0
,100,0.15,20,5,0,93.2692,0
,100,0.15,20,6,0,97.8065,0
,100,0.15,20,7,0,99.4079,0
,100,0.15,20,8,0,99.8676,0
,100,0.15,20,9,0.0001,99.979,0.0001
,100,0.2,3,1,2.8,100,2.8
,100,0.2,4,1,0.37,84.64,0.43715
,100,0.2,5,1,0.046,74.4,0.06183
,100,0.2,5,2,0.856,100,0.856
,100,0.2,6,1,0.0055,65.696,0.00837
,100,0.2,6,2,0.127,91.808,0.13833
,100,0.2,7,1,0.0006,57.7088,0.00104
,100,0.2,7,2,0.0177,85.664,0.02066
,100,0.2,7,3,0.2728,100,0.2728
,100,0.2,8,1,0.0001,50.3401,0.0002
,100,0.2,8,2,0.0023,79.8149,0.00288
,100,0.2,8,3,0.0432,95.4125,0.04528
,100,0.2,9,1,0,43.6227,0
,100,0.2,9,2,0.0003,73.8511,0.00041
,100,0.2,9,3,0.0064,91.7425,0.00698
,100,0.2,9,4,0.0891,100,0.0891
,100,0.2,10,1,0,37.5814,0
,100,0.2,10,2,0,67.7877,0
,100,0.2,10,3,0.0009,87.999,0.00102
,100,0.2,10,4,0.0147,97.3576,0.0151
,100,0.2,11,1,0,32.2123,0
,100,0.2,11,2,0,61.742,0
,100,0.2,11,3,0.0001,83.9096,0.00012
,100,0.2,11,4,0.0023,95.1556,0.00242
,100,0.2,11,5,0.0296,100,0.0296
,100,0.2,12,1,0,27.4878,0
,100,0.2,12,2,0,55.835,0
,100,0.2,12,3,0,79.4631,0
,100,0.2,12,4,0.0003,92.8026,0.00032
,100,0.2,12,5,0.005,98.4498,0.00508
,100,0.2,13,1,0,23.3646,0
,100,0.2,13,2,0,50.1653,0
,100,0.2,13,3,0,74.734,0
,100,0.2,13,4,0,90.1035,0
,100,0.2,13,5,0.0008,97.121,0.00082
,100,0.2,13,6,0.0099,100,0.0099
,100,0.2,14,1,0,19.7912,0
,100,0.2,14,2,0,44.8051,0
,100,0.2,14,3,0,69.8194,0
,100,0.2,14,4,0,87.0206,0
,100,0.2,14,5,0.0001,95.6528,0.0001
,100,0.2,14,6,0.0017,99.0787,0.00172
,100,0.2,15,1,0,16.7126,0
,100,0.2,15,2,0,39.8023,0
,100,0.2,15,3,0,64.8163,0
,100,0.2,15,4,0,83.5779,0
,100,0.2,15,5,0,93.9062,0
,100,0.2,15,6,0.0003,98.2726,0.00031
,100,0.2,15,7,0.0034,100,0.0034
,100,0.2,16,1,0,14.0737,0
,100,0.2,16,2,0,35.1844,0
,100,0.2,16,3,0,59.8135,0
,100,0.2,16,4,0,79.8249,0
,100,0.2,16,5,0,91.8345,0
,100,0.2,16,6,0,97.359,0
,100,0.2,16,7,0.0006,99.4472,0.0006
,100,0.2,17,1,0,11.8219,0
,100,0.2,17,2,0,30.9622,0
,100,0.2,17,3,0,54.8876,0
,100,0.2,17,4,0,75.8224,0
,100,0.2,17,5,0,89.4308,0
,100,0.2,17,6,0,96.2412,0
,100,0.2,17,7,0.0001,98.9559,0.0001
,100,0.2,17,8,0.0011,100,0.0011
,100,0.2,18,1,0,9.9079,0
,100,0.2,18,2,0,27.1342,0
,100,0.2,18,3,0,50.1025,0
,100,0.2,18,4,0,71.6354,0
,100,0.2,18,5,0,86.7086,0
,100,0.2,18,6,0,94.8751,0
,100,0.2,18,7,0,98.3879,0
,100,0.2,18,8,0.0002,99.6659,0.0002
,100,0.2,19,1,0,8.2866,0
,100,0.2,19,2,0,23.6889,0
,100,0.2,19,3,0,45.5089,0
,100,0.2,19,4,0,67.3288,0
,100,0.2,19,5,0,83.6938,0
,100,0.2,19,6,0,93.2406,0
,100,0.2,19,7,0,97.6771,0
,100,0.2,19,8,0,99.3652,0
,100,0.2,19,9,0.0004,100,0.0004
,100,0.2,20,1,0,6.9175,0
,100,0.2,20,2,0,20.6085,0
,100,0.2,20,3,0,41.1449,0
,100,0.2,20,4,0,62.9648,0
,100,0.2,20,5,0,80.4208,0
,100,0.2,20,6,0,91.3309,0
,100,0.2,20,7,0,96.7872,0
,100,0.2,20,8,0,99.012,0
,100,0.2,20,9,0.0001,99.7969,0.0001
,100,0.25,3,1,2.8,100,2.8
,100,0.25,4,1,0.37,78.9062,0.46891
,100,0.25,5,1,0.046,64.8438,0.07094
,100,0.25,5,2,0.856,100,0.856
,100,0.25,6,1,0.0055,53.8574,0.01021
,100,0.25,6,2,0.127,86.8164,0.14629
,100,0.25,7,1,0.0006,44.6289,0.00134
,100,0.25,7,2,0.0177,76.9287,0.02301
,100,0.25,7,3,0.2728,100,0.2728
,100,0.25,8,1,0.0001,36.7462,0.00027
,100,0.25,8,2,0.0023,68.277,0.00337
,100,0.25,8,3,0.0432,91.3483,0.04729
,100,0.25,9,1,0,30.0446,0
,100,0.25,9,2,0.0003,60.202,0.0005
,100,0.25,9,3,0.0064,84.4269,0.00758
,100,0.25,9,4,0.0891,100,0.0891
,100,0.25,10,1,0,24.4055,0
,100,0.25,10,2,0,52.6009,0
,100,0.25,10,3,0.0009,77.9381,0.00115
,100,0.25,10,4,0.0147,94.1601,0.01561
,100,0.25,11,1,0,19.7105,0
,100,0.25,11,2,0,45.5327,0
,100,0.25,11,3,0.0001,71.4493,0.00014
,100,0.25,11,4,0.0023,89.2935,0.00258
,100,0.25,11,5,0.0296,100,0.0296
,100,0.25,12,1,0,15.8384,0
,100,0.25,12,2,0,39.0713,0
,100,0.25,12,3,0,64.917,0
,100,0.25,12,4,0.0003,84.5138,0.00035
,100,0.25,12,5,0.005,95.9851,0.00521
,100,0.25,13,1,0,12.6706,0
,100,0.25,13,2,0,33.2613,0
,100,0.25,13,3,0,58.4379,0
,100,0.25,13,4,0,79.4951,0
,100,0.25,13,5,0.0008,92.5437,0.00086
,100,0.25,13,6,0.0099,100,0.0099
,100,0.25,14,1,0,10.0969,0
,100,0.25,14,2,0,28.1131,0
,100,0.25,14,3,0,52.138,0
,100,0.25,14,4,0,74.1876,0
,100,0.25,14,5,0.0001,89.0485,0.00011
,100,0.25,14,6,0.0017,97.2039,0.00175
,100,0.25,15,1,0,8.0181,0
,100,0.25,15,2,0,23.6089,0
,100,0.25,15,3,0,46.1299,0
,100,0.25,15,4,0,68.6601,0
,100,0.25,15,5,0,85.2427,0
,100,0.25,15,6,0.0003,94.7573,0.00032
,100,0.25,15,7,0.0034,100,0.0034
,100,0.25,16,1,0,6.3476,0
,100,0.25,16,2,0,19.7111,0
,100,0.25,16,3,0,40.4991,0
,100,0.25,16,4,0,63.0224,0
,100,0.25,16,5,0,81.0631,0
,100,0.25,16,6,0,92.2087,0
,100,0.25,16,7,0.0006,98.034,0.00061
,100,0.25,17,1,0,5.0113,0
,100,0.25,17,2,0,16.3702,0
,100,0.25,17,3,0,35.3019,0
,100,0.25,17,4,0,57.3899,0
,100,0.25,17,5,0,76.5406,0
,100,0.25,17,6,0,89.3543,0
,100,0.25,17,7,0.0001,96.2864,0.0001
,100,0.25,17,8,0.0011,100,0.0011
,100,0.25,18,1,0,3.9464,0
,100,0.25,18,2,0,13.5305,0
,100,0.25,18,3,0,30.569,0
,100,0.25,18,4,0,51.8673,0
,100,0.25,18,5,0,71.7485,0
,100,0.25,18,6,0,86.1246,0
,100,0.25,18,7,0,94.4296,0
,100,0.25,18,8,0.0002,98.6074,0.0002
,100,0.25,19,1,0,3.1007,0
,100,0.25,19,2,0,11.1345,0
,100,0.25,19,3,0,26.3093,0
,100,0.25,19,4,0,46.5426,0
,100,0.25,19,5,0,66.7767,0
,100,0.25,19,6,0,82.5208,0
,100,0.25,19,7,0,92.3027,0
,100,0.25,19,8,0,97.3541,0
,100,0.25,19,9,0.0004,100,0.0004
,100,0.25,20,1,0,2.4313,0
,100,0.25,20,2,0,9.126,0
,100,0.25,20,3,0,22.5156,0
,100,0.25,20,4,0,41.4842,0
,100,0.25,20,5,0,61.7176,0
,100,0.25,20,6,0,78.5811,0
,100,0.25,20,7,0,89.8372,0
,100,0.25,20,8,0,96.001,0
,100,0.25,20,9,0.0001,99.0078,0.0001
,100,0.3,3,1,2.8,100,2.8
,100,0.3,4,1,0.37,73.54,0.50313
,100,0.3,5,1,0.046,55.9,0.08229
,100,0.3,5,2,0.856,100,0.856
,100,0.3,6,1,0.0055,43.111,0.01276
,100,0.3,6,2,0.127,81.478,0.15587
,100,0.3,7,1,0.0006,33.3208,0.0018
,100,0.3,7,2,0.0177,67.5865,0.02619
,100,0.3,7,3,0.2728,100,0.2728
,100,0.3,8,1,0.0001,25.6589,0.00039
,100,0.3,8,2,0.0023,56.3066,0.00408
,100,0.3,8,3,0.0432,86.3863,0.05001
,100,0.3,9,1,0,19.6436,0
,100,0.3,9,2,0.0003,46.7122,0.00064
,100,0.3,9,3,0.0064,75.4954,0.00848
,100,0.3,9,4,0.0891,100,0.0891
,100,0.3,10,1,0,14.9452,0
,100,0.3,10,2,0,38.4373,0
,100,0.3,10,3,0.0009,66.0203,0.00136
,100,0.3,10,4,0.0147,89.7081,0.01639
,100,0.3,11,1,0,11.3037,0
,100,0.3,11,2,0,31.3318,0
,100,0.3,11,3,0.0001,57.3853,0.00017
,100,0.3,11,4,0.0023,81.1315,0.00283
,100,0.3,11,5,0.0296,100,0.0296
,100,0.3,12,1,0,8.504,0
,100,0.3,12,2,0,25.3022,0
,100,0.3,12,3,0,49.4207,0
,100,0.3,12,4,0.0003,73.3145,0.00041
,100,0.3,12,5,0.005,92.0752,0.00543
,100,0.3,13,1,0,6.3675,0
,100,0.3,13,2,0,20.2551,0
,100,0.3,13,3,0,42.1258,0
,100,0.3,13,4,0,65.8345,0
,100,0.3,13,5,0.0008,85.2825,0.00094
,100,0.3,13,6,0.0099,100,0.0099
,100,0.3,14,1,0,4.7477,0
,100,0.3,14,2,0,16.0861,0
,100,0.3,14,3,0,35.5414,0
,100,0.3,14,4,0,58.5867,0
,100,0.3,14,5,0.0001,78.8804,0.00013
,100,0.3,14,6,0.0017,93.8187,0.00181
,100,0.3,15,1,0,3.5268,0
,100,0.3,15,2,0,12.6836,0
,100,0.3,15,3,0,29.696,0
,100,0.3,15,4,0,51.6163,0
,100,0.3,15,5,0,72.5274,0
,100,0.3,15,6,0.0003,88.41,0.00034
,100,0.3,15,7,0.0034,100,0.0034
,100,0.3,16,1,0,2.6112,0
,100,0.3,16,2,0,9.9363,0
,100,0.3,16,3,0,24.5889,0
,100,0.3,16,4,0,45.017,0
,100,0.3,16,5,0,66.1349,0
,100,0.3,16,6,0,83.1816,0
,100,0.3,16,7,0.0006,95.1322,0.00063
,100,0.3,17,1,0,1.9275,0
,100,0.3,17,2,0,7.7386,0
,100,0.3,17,3,0,20.1919,0
,100,0.3,17,4,0,38.8793,0
,100,0.3,17,5,0,59.7475,0
,100,0.3,17,6,0,77.8451,0
,100,0.3,17,7,0.0001,90.8053,0.00011
,100,0.3,17,8,0.0011,100,0.0011
,100,0.3,18,1,0,1.419,0
,100,0.3,18,2,0,5.9953,0
,100,0.3,18,3,0,16.4555,0
,100,0.3,18,4,0,33.2694,0
,100,0.3,18,5,0,53.4649,0
,100,0.3,18,6,0,72.3126,0
,100,0.3,18,7,0,86.5389,0
,100,0.3,18,8,0.0002,96.1382,0.00021
,100,0.3,19,1,0,1.0422,0
,100,0.3,19,2,0,4.6224,0
,100,0.3,19,3,0,13.3173,0
,100,0.3,19,4,0,28.2238,0
,100,0.3,19,5,0,47.3971,0
,100,0.3,19,6,0,66.6119,0
,100,0.3,19,7,0,82.0853,0
,100,0.3,19,8,0,92.6626,0
,100,0.3,19,9,0.0004,100,0.0004
,100,0.3,20,1,0,0.7637,0
,100,0.3,20,2,0,3.5483,0
,100,0.3,20,3,0,10.7087,0
,100,0.3,20,4,0,23.7513,0
,100,0.3,20,5,0,41.6414,0
,100,0.3,20,6,0,60.8271,0
,100,0.3,20,7,0,77.3551,0
,100,0.3,20,8,0,89.1807,0
,100,0.3,20,9,0.0001,96.9183,0.0001
,200,0.1,3,1,5.6,200,2.8
,200,0.1,4,1,0.74,190.28,0.3889
,200,0.1,5,1,0.092,183.8,0.05005
,200,0.1,5,2,1.712,200,0.856
,200,0.1,6,1,0.011,177.158,0.00621
,200,0.1,6,2,0.254,197.084,0.12888
,200,0.1,7,1,0.0013,170.0624,0.00076
,200,0.1,7,2,0.0353,194.897,0.01811
,200,0.1,7,3,0.5456,200,0.2728
,200,0.1,8,1,0.0001,162.6211,6.00E-05
,200,0.1,8,2,0.0047,192.3863,0.00244
,200,0.1,8,3,0.0863,199.0815,0.04335
,200,0.1,9,1,0,154.9682,0
,200,0.1,9,2,0.0006,189.4062,0.00032
,200,0.1,9,3,0.0128,198.3466,0.00645
,200,0.1,9,4,0.1782,200,0.0891
,200,0.1,10,1,0,147.2198,0
,200,0.1,10,2,0.0001,185.9619,5.00E-05
,200,0.1,10,3,0.0018,197.4428,0.00091
,200,0.1,10,4,0.0294,199.7024,0.01472
,200,0.1,11,1,0,139.4714,0
,200,0.1,11,2,0,182.0876,0
,200,0.1,11,3,0.0002,196.2933,0.0001
,200,0.1,11,4,0.0046,199.4544,0.00231
,200,0.1,11,5,0.0591,200,0.02955
,200,0.1,12,1,0,131.8005,0
,200,0.1,12,2,0,177.826,0
,200,0.1,12,3,0,194.8725,0
,200,0.1,12,4,0.0007,199.1348,0.00035
,200,0.1,12,5,0.01,199.9018,0.005
,200,0.1,13,1,0,124.269,0
,200,0.1,13,2,0,173.2234,0
,200,0.1,13,3,0,193.1679,0
,200,0.1,13,4,0.0001,198.7081,5.00E-05
,200,0.1,13,5,0.0016,199.8176,0.0008
,200,0.1,13,6,0.0199,200,0.00995
,200,0.1,14,1,0,116.9258,0
,200,0.1,14,2,0,168.328,0
,200,0.1,14,3,0,191.1734,0
,200,0.1,14,4,0,198.154,0
,200,0.1,14,5,0.0003,199.7054,0.00015
,200,0.1,14,6,0.0034,199.9672,0.0017
,200,0.1,15,1,0,109.8086,0
,200,0.1,15,2,0,163.1878,0
,200,0.1,15,3,0,188.8889,0
,200,0.1,15,4,0,197.4559,0
,200,0.1,15,5,0,199.5501,0
,200,0.1,15,6,0.0006,199.9384,0.0003
,200,0.1,15,7,0.0067,200,0.00335
,200,0.1,16,1,0,102.9456,0
,200,0.1,16,2,0,157.8499,0
,200,0.1,16,3,0,186.3188,0
,200,0.1,16,4,0,196.5992,0
,200,0.1,16,5,0,199.3407,0
,200,0.1,16,6,0.0001,199.8992,5.00E-05
,200,0.1,16,7,0.0012,199.9889,0.0006
,200,0.1,17,1,0,96.357,0
,200,0.1,17,2,0,152.3594,0
,200,0.1,17,3,0,183.4719,0
,200,0.1,17,4,0,195.5712,0
,200,0.1,17,5,0,199.0665,0
,200,0.1,17,6,0,199.8433,0
,200,0.1,17,7,0.0002,199.9791,0.0001
,200,0.1,17,8,0.0023,200,0.00115
,200,0.1,18,1,0,90.0568,0
,200,0.1,18,2,0,146.7592,0
,200,0.1,18,3,0,180.3606,0
,200,0.1,18,4,0,194.3612,0
,200,0.1,18,5,0,198.717,0
,200,0.1,18,6,0,199.7656,0
,200,0.1,18,7,0,199.9653,0
,200,0.1,18,8,0.0004,199.9962,0.0002
,200,0.1,19,1,0,84.053,0
,200,0.1,19,2,0,141.089,0
,200,0.1,19,3,0,177.0005,0
,200,0.1,19,4,0,192.9612,0
,200,0.1,19,5,0,198.2814,0
,200,0.1,19,6,0,199.6607,0
,200,0.1,19,7,0,199.9453,0
,200,0.1,19,8,0.0001,199.9928,5.00E-05
,200,0.1,19,9,0.0008,200,0.0004
,200,0.1,20,1,0,78.3494,0
,200,0.1,20,2,0,135.3854,0
,200,0.1,20,3,0,173.4093,0
,200,0.1,20,4,0,191.3651,0
,200,0.1,20,5,0,197.7494,0
,200,0.1,20,6,0,199.5228,0
,200,0.1,20,7,0,199.9169,0
,200,0.1,20,8,0,199.988,0
,200,0.1,20,9,0.0001,199.9987,5.00E-05
,200,0.15,3,1,5.6,200,2.8
,200,0.15,4,1,0.74,180.4925,0.40999
,200,0.15,5,1,0.092,167.4875,0.05493
,200,0.15,5,2,1.712,200,0.856
,200,0.15,6,1,0.011,155.3766,0.00708
,200,0.15,6,2,0.254,191.7093,0.13249
,200,0.15,7,1,0.0013,143.3307,0.00091
,200,0.15,7,2,0.0353,185.4913,0.01903
,200,0.15,7,3,0.5456,200,0.2728
,200,0.15,8,1,0.0001,131.439,8.00E-05
,200,0.15,8,2,0.0047,179.0059,0.00263
,200,0.15,8,3,0.0863,196.3003,0.04396
,200,0.15,9,1,0,119.8962,0
,200,0.15,9,2,0.0006,171.8386,0.00035
,200,0.15,9,3,0.0128,193.3405,0.00662
,200,0.15,9,4,0.1782,200,0.0891
,200,0.15,10,1,0,108.86,0
,200,0.15,10,2,0.0001,164.041,6.00E-05
,200,0.15,10,3,0.0018,190.033,0.00095
,200,0.15,10,4,0.0294,198.3018,0.01483
,200,0.15,11,1,0,98.4372,0
,200,0.15,11,2,0,155.7627,0
,200,0.15,11,3,0.0002,186.1165,0.00011
,200,0.15,11,4,0.0046,196.8867,0.00234
,200,0.15,11,5,0.0591,200,0.02955
,200,0.15,12,1,0,88.6919,0
,200,0.15,12,2,0,147.1637,0
,200,0.15,12,3,0,181.5598,0
,200,0.15,12,4,0.0007,195.23,0.00036
,200,0.15,12,5,0.01,199.2061,0.00502
,200,0.15,13,1,0,79.6554,0
,200,0.15,13,2,0,138.3929,0
,200,0.15,13,3,0,176.3997,0
,200,0.15,13,4,0.0001,193.1702,5.00E-05
,200,0.15,13,5,0.0016,198.5256,0.00081
,200,0.15,13,6,0.0199,200,0.00995
,200,0.15,14,1,0,71.3342,0
,200,0.15,14,2,0,129.5822,0
,200,0.15,14,3,0,170.6985,0
,200,0.15,14,4,0,190.6526,0
,200,0.15,14,5,0.0003,197.7018,0.00015
,200,0.15,14,6,0.0034,199.624,0.0017
,200,0.15,15,1,0,63.7172,0
,200,0.15,15,2,0,120.845,0
,200,0.15,15,3,0,164.531,0
,200,0.15,15,4,0,187.6591,0
,200,0.15,15,5,0,196.6397,0
,200,0.15,15,6,0.0006,199.2951,0.0003
,200,0.15,15,7,0.0067,200,0.00335
,200,0.15,16,1,0,56.7802,0
,200,0.15,16,2,0,112.2759,0
